id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8132482,Rental unit in New Orleans · ★4.89 · 1 bedroom · 1 bed · 1 bath,10429047,Paulo Steven,Bywater,29.9618,-90.04055,Entire home/apt,130,30,44,09-07-2018,0.44,1,0
8143127,Home in New Orleans · ★4.61 · 3 bedrooms · 3 beds · 2 baths,27278151,Nikki,Fillmore,30.00626,-90.08214,Entire home/apt,179,30,33,10-08-2019,0.37,1,359
8143453,Rental unit in New Orleans · ★4.75 · 1 bedroom · 1 bed · 1 bath,42997563,Tammy,Lower Garden District,29.93326,-90.07281,Entire home/apt,129,30,47,22-10-2023,0.47,1,0
8167664,Home in New Orleans · ★4.96 · 1 bedroom · 1 bed · 1 private bath,43108007,Keith,Treme - Lafitte,29.96688,-90.06702,Private room,145,2,112,26-11-2023,1.25,3,163
8171670,Home in New Orleans · ★4.93 · 1 bedroom · 1 bed · 1 private bath,43108007,Keith,Seventh Ward,29.96841,-90.06518,Private room,145,2,86,19-11-2023,0.87,3,197
8266535,Rental unit in New Orleans · ★4.81 · 2 bedrooms · 2 beds · 1 bath,43588323,Ab,Milan,29.9367,-90.09696,Entire home/apt,100,2,42,12-11-2023,2.19,1,67
8291328,Home in New Orleans · ★4.92 · 2 bedrooms · 2 beds · 1 bath,43716025,Lin,Treme - Lafitte,29.96427,-90.06928,Entire home/apt,145,3,133,19-11-2023,1.34,2,60
8311238,Rental unit in New Orleans · ★4.92 · 1 bedroom · 2 beds · 1 bath,23619270,Steven,Central City,29.94086369,-90.07458605,Entire home/apt,85,2,346,19-11-2023,3.49,4,112
8323662,Rental unit in New Orleans · ★4.43 · 1 bedroom · 1 bed · 1 bath,21050084,Reginald,East Riverside,29.9211,-90.08935,Entire home/apt,75,30,160,04-07-2022,1.62,4,365
8380678,Home in New Orleans · ★4.82 · 2 bedrooms · 2 beds · 1.5 baths,44165234,Luke,East Carrollton,29.94834,-90.12402,Entire home/apt,118,30,101,19-11-2021,1.02,1,269
8394625,Home in New Orleans · ★4.90 · 2 bedrooms · 2 beds · 2 baths,2679862,Jeffrey,St. Claude,29.96972,-90.04054,Entire home/apt,100,30,82,10-03-2020,0.93,2,0
8398616,Home in New Orleans · ★5.0 · 2 bedrooms · 2 beds · 2 baths,44248600,Cindy,Marigny,29.96605,-90.05926,Entire home/apt,120,30,132,14-11-2023,1.37,1,228
8402555,Home in New Orleans · ★4.78 · 2 bedrooms · 2 beds · 2 baths,3922577,Kaylen,St. Claude,29.96953,-90.04908,Entire home/apt,189,30,76,31-10-2018,0.78,1,0
8426658,Boutique hotel in New Orleans · ★4.88 · 1 bedroom · 3 beds · 1 private bath,459131117,MaryAnn,Marigny,29.96796,-90.05595,Hotel room,132,2,59,23-11-2023,0.6,6,65
8426840,Boutique hotel in New Orleans · ★4.88 · 1 bedroom · 3 beds · 1 private bath,459131117,MaryAnn,Marigny,29.96685,-90.0564,Private room,170,2,64,23-04-2023,0.65,6,79
8444336,Rental unit in New Orleans · ★5.0 · 2 bedrooms · 3 beds · 1 bath,3227317,Barry,St. Claude,29.96512,-90.04109,Entire home/apt,100,30,6,07-07-2018,0.06,1,0
8482781,Guest suite in New Orleans · ★4.95 · 1 bedroom · 1 bed · 1 bath,2123107,Neil & Nancy,Lower Garden District,29.93191,-90.06667,Entire home/apt,228,2,217,26-11-2023,2.3,2,153
8491645,Home in New Orleans · ★4.93 · 2 bedrooms · 3 beds · 1.5 baths,32577863,Jack,Touro,29.92431,-90.09755,Private room,100,2,176,13-11-2023,1.85,2,331
8500326,Townhouse in New Orleans · ★4.57 · 3 bedrooms · 3 beds · 1 bath,44760886,Jonathan,Lake Terrace & Oaks,30.02402,-90.06744,Entire home/apt,111,1,279,06-11-2023,2.83,2,261
8506134,Home in New Orleans · ★4.76 · 1 bedroom · 1 bed · 1 bath,1397050,Elizabeth,West Riverside,29.91894,-90.10365,Entire home/apt,177,30,71,11-02-2020,0.72,1,0
8579118,Rental unit in New Orleans · ★4.69 · 2 bedrooms · 1 bed · 1 private bath,42934323,Albert,Central Business District,29.95481,-90.07551,Private room,300,30,103,01-10-2018,1.05,10,0
8579427,Rental unit in New Orleans · ★4.77 · 1 bedroom · 4 beds · 1 bath,42934323,Albert,Central Business District,29.95341,-90.07581,Entire home/apt,160,30,47,26-03-2019,0.49,10,0
8632636,Home in New Orleans · ★4.97 · 2 bedrooms · 2 beds · 1 bath,18148600,Matt,Fairgrounds,29.98786,-90.08271,Entire home/apt,137,2,279,10-11-2023,2.8,1,182
8646855,Rental unit in New Orleans · ★4.82 · 1 bedroom · 1 bed · 1 bath,2430873,Bea,Treme - Lafitte,29.9671,-90.06709,Entire home/apt,149,1,424,19-11-2023,4.28,2,69
8648794,Home in New Orleans · ★4.78 · 2 bedrooms · 2 beds · 1 bath,45458985,Wright Houses,Central City,29.9376,-90.0766,Entire home/apt,150,30,221,29-05-2023,2.23,3,87
8707591,Guest suite in New Orleans · ★4.96 · 1 bedroom · 1 bed · 1 bath,45708552,Elizabeth,Treme - Lafitte,29.96898,-90.08203,Entire home/apt,76,1,686,19-11-2023,7.95,1,0
8718147,Rental unit in New Orleans · ★4.87 · 1 bedroom · 1 bed · 1 bath,36142422,Rachel,Central City,29.93433,-90.08421,Entire home/apt,101,30,62,01-07-2017,0.63,2,0
8738684,Guesthouse in New Orleans · ★4.98 · 1 bedroom · 1 bed · 1 bath,23543225,Beth,Marigny,29.96724,-90.06221,Entire home/apt,60,30,87,01-04-2022,0.88,1,349
8758731,Rental unit in New Orleans · ★4.92 · 2 bedrooms · 2 beds · 1 bath,44941857,Tyra,Touro,29.92205,-90.09943,Entire home/apt,125,3,340,19-11-2023,3.43,1,0
8759059,Home in New Orleans · ★4.96 · 2 bedrooms · 3 beds · 2 baths,45933830,Lisa And Sarah,East Riverside,29.91842,-90.09436,Entire home/apt,199,2,28,23-10-2023,0.28,1,98
8774951,Home in New Orleans · ★4.80 · 2 bedrooms · 2 beds · 1 bath,46000582,Melinda,East Carrollton,29.94548,-90.12403,Entire home/apt,264,30,20,22-10-2023,0.2,1,347
8798398,Loft in New Orleans · ★4.42 · Studio · 2 beds · 1 bath,46104774,Fredric,Lower Garden District,29.94283,-90.06726,Entire home/apt,200,30,38,23-04-2022,0.39,1,365
8800506,Rental unit in New Orleans · ★4.53 · 1 bedroom · 1 bed · 1 bath,21050084,Reginald,East Riverside,29.92113,-90.08735,Entire home/apt,79,30,153,04-11-2018,1.61,4,365
8816764,Guest suite in New Orleans · ★4.96 · 2 bedrooms · 2 beds · 1 private bath,30867622,Paul & Sue,Mid-City,29.97856,-90.10864,Private room,70,2,188,25-11-2023,2.6,1,62
8842807,Home in New Orleans · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,46308663,Charla,Central City,29.9372,-90.0856,Private room,40,2,306,19-11-2023,3.09,1,57
8847504,Townhouse in New Orleans · ★4.85 · 2 bedrooms · 4 beds · 1 bath,26270653,Ben,Treme - Lafitte,29.96927,-90.07185,Entire home/apt,100,30,420,13-11-2023,4.25,2,362
8880407,Guesthouse in New Orleans · ★5.0 · 1 bedroom · 2 beds · 2 baths,39347482,Jeff,Lower Garden District,29.93147,-90.07812,Entire home/apt,249,30,94,24-11-2019,0.95,1,91
8935424,Cottage in New Orleans · ★4.95 · 1 bedroom · 1 bed · 1 bath,11209120,Michele,Marigny,29.96699,-90.05355,Entire home/apt,133,3,94,12-11-2023,0.98,1,0
8952576,Guest suite in New Orleans · ★4.86 · Studio · 2 beds · 1 bath,44748759,Carmel,Uptown,29.92077,-90.11103,Entire home/apt,98,30,69,05-12-2021,0.7,1,0
8972539,Rental unit in New Orleans · ★4.59 · 2 bedrooms · 2 beds · 1 bath,27284037,Joshua,St. Claude,29.97271,-90.04922,Entire home/apt,76,2,475,25-11-2023,4.81,1,23
8986620,Home in New Orleans · ★4.76 · 1 bedroom · 1 bed · 1 private bath,32921944,Jacob,St. Roch,29.97087,-90.05129,Private room,47,2,394,19-11-2023,4,7,42
9065704,Guest suite in New Orleans · ★4.98 · 1 bedroom · 1 bed · 1 private bath,5880301,Rita,Bywater,29.96688,-90.04929,Private room,100,3,163,13-11-2023,1.68,2,296
9076302,Rental unit in New Orleans · ★4.94 · 2 bedrooms · 2 beds · 1 bath,35920470,Holly,Bayou St. John,29.97352,-90.08385,Entire home/apt,72,3,215,24-11-2023,2.18,1,0
9078228,Home in New Orleans · ★4.79 · 4 bedrooms · 5 beds · 3 baths,5555764,Chris,Fillmore,30.00906,-90.07257,Entire home/apt,301,3,28,26-11-2023,0.34,2,315
9097801,Guest suite in New Orleans · ★4.90 · 1 bedroom · 2 beds · 1 bath,33687628,Paul,Milan,29.9292,-90.09688,Entire home/apt,99,3,146,19-02-2023,1.53,1,18
9200240,Rental unit in New Orleans · ★4.97 · 1 bedroom · 1 bed · 1 bath,832062,Jenelle,Marigny,29.96508026,-90.05513,Entire home/apt,175,3,241,13-11-2023,2.47,2,66
9200559,Rental unit in New Orleans · ★4.98 · 1 bedroom · 2 beds · 1 bath,832062,Jenelle,Marigny,29.96530342,-90.05392456,Entire home/apt,175,3,253,04-11-2023,2.66,2,63
9230151,Rental unit in New Orleans · ★4.99 · 1 bedroom · 1 bed · 1 bath,47983978,Margaret,Broadmoor,29.94311,-90.10658,Entire home/apt,99,2,206,26-11-2023,2.1,1,72
9252319,Rental unit in New Orleans · ★4.92 · 1 bedroom · 1 bed · 1 bath,1935763,Tala,Central Business District,29.94622,-90.06651,Entire home/apt,90,60,12,15-04-2022,0.13,1,257
9255066,Home in New Orleans · 1 bedroom · 1 bed · 1 shared bath,2775826,Lore,Treme - Lafitte,29.97211,-90.07455,Private room,195,1,1,10-02-2016,0.01,2,10
9348864,Home in New Orleans · ★4.81 · 5 bedrooms · 7 beds · 2.5 baths,4605202,Wayne,Treme - Lafitte,29.96524,-90.06787,Entire home/apt,383,3,130,25-06-2023,1.35,4,335
9364465,Tiny home in New Orleans · ★4.99 · 1 bedroom · 1 bed · 1 bath,27334601,Bret,Treme - Lafitte,29.96513,-90.06548,Entire home/apt,144,3,562,26-11-2023,5.75,1,84
9380259,Home in New Orleans · ★4.96 · 3 bedrooms · 5 beds · 1 bath,4052249,P & L,Bywater,29.96749,-90.0488,Entire home/apt,488,30,100,23-10-2022,1.05,1,179
9462594,Home in New Orleans · ★4.69 · 4 bedrooms · 4 beds · 3 baths,29048742,Michelle,Black Pearl,29.94081,-90.13266,Entire home/apt,650,30,16,02-11-2021,0.17,1,182
9479650,Home in New Orleans · ★4.89 · 3 bedrooms · 3 beds · 2 baths,49135854,Miriam,St. Claude,29.96981,-90.03765,Entire home/apt,200,2,165,29-10-2023,1.69,2,341
9688817,Rental unit in New Orleans · ★4.96 · 1 bedroom · 2 beds · 1 bath,50042939,Louis,Mid-City,29.97009,-90.10024,Entire home/apt,120,2,327,12-11-2023,3.38,1,0
9705021,Rental unit in New Orleans · ★4.90 · 1 bedroom · 1 bed · 1 bath,15243186,Liz And Colin,St. Claude,29.966,-90.03717,Entire home/apt,115,30,52,28-02-2023,0.54,1,88
9712500,Rental unit in New Orleans · ★4.64 · 1 bedroom · 1 bed · 1 bath,50142201,Jo + Tyler,Seventh Ward,29.97328,-90.06826,Entire home/apt,59,30,243,08-03-2020,2.51,1,0
9748421,Home in New Orleans · ★4.96 · 1 bedroom · 1 bed · 1 bath,50286585,Paul,Treme - Lafitte,29.96545,-90.06822,Entire home/apt,135,30,211,11-10-2023,2.22,1,245
9750295,Rental unit in New Orleans · ★4.88 · 2 bedrooms · 2 beds · 1 bath,43994478,Russell,Mcdonogh,29.94848195,-90.04790099,Entire home/apt,82,4,241,12-11-2023,2.48,1,0
9754220,Guesthouse in New Orleans · ★4.83 · 1 bedroom · 1 bed · 1 bath,35033813,Betsy,Bayou St. John,29.97742,-90.08366,Entire home/apt,40,30,48,03-05-2021,0.5,2,119
9781086,Home in New Orleans · ★4.88 · 2 bedrooms · 2 beds · 1 bath,4065560,Daniel,Bywater,29.96654,-90.0467,Entire home/apt,167,2,232,19-11-2023,2.47,1,0
9808123,Home in New Orleans · ★4.89 · 1 bedroom · 1 bed · 1 private bath,50530796,Melanie,Milneburg,30.0137,-90.05529,Private room,61,2,259,22-11-2023,2.67,1,312
9814069,Home in New Orleans · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,48187766,Olive,East Carrollton,29.94382,-90.12517,Private room,49,1,146,19-11-2023,1.52,23,167
9827857,Guest suite in New Orleans · ★4.08 · 1 bedroom · 1 bed · 1 shared bath,48187766,Olive,East Carrollton,29.94368,-90.12858,Private room,55,30,25,29-05-2019,0.26,23,365
9828352,Rental unit in New Orleans · ★4.11 · 1 bedroom · 1 bed · 1 shared bath,48187766,Olive,East Carrollton,29.94203,-90.12642,Private room,45,30,35,14-05-2023,0.36,23,365
9885640,Guest suite in New Orleans · ★4.87 · 1 bedroom · 1 bed · 1 bath,28307367,Courtney,Seventh Ward,29.96923,-90.05774,Entire home/apt,96,1,95,21-11-2023,1.89,1,171
9895303,Guesthouse in New Orleans · ★4.84 · 1 bedroom · 1 bed · 1 bath,4632532,Denise,Bayou St. John,29.97575,-90.0832,Entire home/apt,75,30,43,01-05-2023,0.48,2,223
9909559,Home in New Orleans · ★4.84 · 2 bedrooms · 3 beds · 1.5 baths,50579618,Shelly,Touro,29.92643,-90.09621,Entire home/apt,79,30,58,11-06-2022,0.61,1,292
9915436,Home in New Orleans · ★4.98 · 1 bedroom · 2 beds · 1 bath,50979087,Kathleen,Mid-City,29.98033,-90.10776,Entire home/apt,95,30,63,27-02-2020,0.65,1,0
9926654,Townhouse in New Orleans · ★4.69 · 3 bedrooms · 3 beds · 2 baths,39839266,New Orleans Properties,French Quarter,29.96534,-90.06398,Entire home/apt,272,3,180,29-10-2023,1.87,10,126
9979215,Home in New Orleans · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,48187766,Olive,East Carrollton,29.94382,-90.12517,Private room,53,1,104,26-11-2023,1.08,23,357
9999670,Home in New Orleans · ★4.81 · 2 bedrooms · 2 beds · 1 bath,7319703,Donald,Central City,29.93214,-90.08608,Entire home/apt,95,30,398,01-11-2023,4.12,5,246
10016395,Rental unit in New Orleans · ★4.73 · 1 bedroom · 2 beds · 1 bath,4679945,Ian,Mid-City,29.97463,-90.09737,Entire home/apt,112,3,152,08-05-2023,1.58,1,152
10061047,Rental unit in New Orleans · ★4.07 · 1 bedroom · 1 bed · 1 bath,48187766,Olive,East Carrollton,29.94197,-90.12661,Private room,48,30,14,31-08-2021,0.16,23,365
10071946,Home in New Orleans · ★4.47 · 1 bedroom · 1 bed · 1 shared bath,48187766,Olive,East Carrollton,29.94396,-90.12521,Private room,95,1,70,19-11-2023,0.73,23,267
10074136,Home in New Orleans · ★4.86 · 1 bedroom · 1 bed · 1.5 shared baths,47940043,Phil,Milneburg,30.01693,-90.06089,Private room,54,1,590,19-11-2023,6.11,1,339
10090539,Home in New Orleans · ★5.0 · 2 bedrooms · 1 bed · 1 bath,11475346,Scott And Rebekah,West Riverside,29.91884,-90.10357,Entire home/apt,160,30,5,08-07-2019,0.05,1,0
10090925,Home in New Orleans · ★4.85 · 3 bedrooms · 6 beds · 2.5 baths,10621726,Lorenzo & Shinda,Treme - Lafitte,29.9669,-90.0725,Entire home/apt,261,3,39,23-04-2023,0.41,7,350
10118838,"Cottage in ByWater-Marigny, New Orleans  · ★4.98 · 2 bedrooms · 2 beds · 2 baths",39836455,Cathy,Bywater,29.96291,-90.03731,Entire home/apt,260,2,41,23-10-2023,0.44,3,356
10132016,Home in New Orleans · ★4.96 · 4 bedrooms · 4 beds · 2.5 baths,51995923,Danny,Seventh Ward,29.97424,-90.07423,Entire home/apt,600,30,127,25-09-2023,1.32,1,358
10153542,Rental unit in New Orleans · ★4.81 · 2 bedrooms · 7 beds · 1.5 baths,52112388,N-Community,Leonidas,29.95669,-90.12714,Entire home/apt,155,30,16,26-02-2020,0.19,1,0
10171332,Townhouse in New Orleans · ★4.95 · 2 bedrooms · 2 beds · 1 bath,46415398,Jon,Mid-City,29.98128,-90.107,Entire home/apt,109,30,94,25-06-2019,0.97,1,0
10194524,Resort in New Orleans · 1 bedroom · 2 beds · 1 bath,5634859,Sally,Central City,29.93515,-90.08105,Entire home/apt,314,30,1,03-01-2016,0.01,1,362
10226219,Home in New Orleans · ★4.93 · 4 bedrooms · 3 beds · 3.5 baths,37674417,Rob,St. Thomas Dev,29.92753,-90.07217,Entire home/apt,400,3,106,29-05-2023,1.11,1,0
10234630,Home in New Orleans · ★4.86 · 3 bedrooms · 6 beds · 2 baths,10621726,Lorenzo & Shinda,Central City,29.94093,-90.07603,Entire home/apt,346,3,85,06-11-2023,0.9,7,329
10240699,Home in New Orleans · ★4.33 · 2 bedrooms · 2 beds · 1 bath,38381216,Madisen,Seventh Ward,29.98166,-90.06544,Entire home/apt,175,30,3,24-03-2019,0.03,1,0
10285029,Rental unit in New Orleans · ★4.20 · 1 bedroom · 1 bed · 1 shared bath,48187766,Olive,East Carrollton,29.94157,-90.12599,Private room,43,30,60,31-05-2023,0.73,23,215
10299250,Condo in New Orleans · 1 bedroom · 1 bed · 1 shared bath,48187766,Olive,East Carrollton,29.94354,-90.12613,Private room,29,30,0,0,0,23,364
10300376,Home in New Orleans · ★4.71 · 3 bedrooms · 3 beds · 2.5 baths,52995579,Conrad,Central City,29.93588,-90.0811,Entire home/apt,330,2,41,30-07-2023,0.62,2,357
10313502,Townhouse in New Orleans · ★4.87 · 1 bedroom · 2 beds · 1 bath,47652276,Barrett,Treme - Lafitte,29.96635246,-90.07171631,Entire home/apt,91,2,525,17-11-2023,5.47,1,0
10316675,Guesthouse in New Orleans · ★4.90 · 1 bedroom · 1 bed · 1 bath,1350940,Kay,Treme - Lafitte,29.96528,-90.06656,Entire home/apt,123,3,209,17-11-2023,2.2,10,140
10318097,Rental unit in New Orleans · ★4.69 · 1 bedroom · 1 bed · 1 bath,13203909,Brandon,Treme - Lafitte,29.96851,-90.07162,Entire home/apt,77,1,403,12-11-2023,4.2,4,67
10357959,Home in New Orleans · ★4.65 · 3 bedrooms · 4 beds · 1.5 baths,53309281,Wendy Justine,Treme - Lafitte,29.97406,-90.07635,Entire home/apt,350,2,118,21-05-2023,1.24,1,138
10406992,Home in New Orleans · ★4.94 · 3 bedrooms · 3 beds · 2 baths,53588487,Charlene,Treme - Lafitte,29.96972,-90.07182,Entire home/apt,132,30,49,09-04-2022,0.52,2,359
10433356,Rental unit in New Orleans · ★4.84 · 3 bedrooms · 5 beds · 2 baths,53740796,Heather,Audubon,29.93828,-90.12517,Entire home/apt,225,2,139,05-11-2023,1.46,1,128
10439237,Townhouse in New Orleans · ★4.26 · 3 bedrooms · 4 beds · 1 bath,46572687,Chrystal,Seventh Ward,29.96966,-90.06127,Entire home/apt,63,2,192,07-11-2023,2.02,2,330
10449443,Home in New Orleans · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,42701720,Thersa,East Riverside,29.92034,-90.08971,Private room,80,30,12,09-05-2017,0.13,3,365
10457293,Rental unit in New Orleans · ★4.91 · 1 bedroom · 1 bed · 1 bath,15357546,Tom And Susan,Leonidas,29.95361,-90.13282,Entire home/apt,110,30,107,01-06-2022,1.12,5,243
10511057,Rental unit in New Orleans · ★4.82 · 1 bedroom · 1 bed · 1 bath,4841202,Matilde,St. Claude,29.9653,-90.04336,Entire home/apt,70,30,11,12-08-2023,0.13,4,239
10535114,Rental unit in New Orleans · ★4.69 · 3 bedrooms · 3 beds · 2 baths,5951318,Dr. Therese,St.  Anthony,30.02263,-90.06922,Entire home/apt,195,30,45,04-09-2023,0.47,2,365
10541052,Bed and breakfast in New Orleans · ★4.88 · 4 bedrooms · 8 beds · 0 baths,13059899,Asia,Marigny,29.9649066,-90.05863774,Private room,999,2,64,08-03-2020,0.73,8,50
10541702,Rental unit in New Orleans · ★4.87 · 3 bedrooms · 4 beds · 2 baths,26598201,Freddy,Mid-City,29.96835,-90.09289,Entire home/apt,60,30,99,15-09-2023,1.04,7,334
10542368,Rental unit in New Orleans · ★4.89 · 3 bedrooms · 4 beds · 2 baths,26598201,Freddy,Mid-City,29.96774,-90.09311,Entire home/apt,75,30,118,01-01-2023,1.24,7,301
10549297,Home in New Orleans · ★4.88 · 1 bedroom · 3 beds · 1 bath,54405249,Mary Ann,Lower Garden District,29.93001,-90.07724,Entire home/apt,75,30,182,19-04-2023,1.91,3,262
10562083,Home in New Orleans · 1 bedroom · 1 bed · 1 shared bath,54478905,Kevin,Algiers Point,29.95195,-90.04732,Private room,95,30,1,01-05-2016,0.01,2,0
10564152,Guesthouse in New Orleans · 1 bedroom · 2 beds · 1 bath,54489045,Eve,Lakeshore - Lake Vista,30.02111,-90.09421,Entire home/apt,200,2,0,0,0,2,266
10571739,Condo in New Orleans · ★4.91 · 1 bedroom · 1 bed · 1 private bath,39765837,Michele,Irish Channel,29.92386,-90.07992,Private room,700,2,22,03-04-2022,0.25,1,86
10596717,Townhouse in New Orleans · ★4.92 · 1 bedroom · 1 bed · 1 bath,290129,Jacquelyn,Bywater,29.96405,-90.05015,Entire home/apt,171,2,194,27-11-2023,2.04,1,61
10613263,Home in New Orleans · ★4.93 · 1 bedroom · 2 beds · 1 bath,1349563,Suzette,Gentilly Terrace,29.99585,-90.05905,Private room,65,30,27,29-12-2018,0.28,1,365
10625253,Home in New Orleans · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,4645353,Beverly,Bywater,29.96376,-90.0459,Private room,61,1,175,12-03-2020,1.84,3,0
10628047,Guesthouse in New Orleans · ★4.82 · 2 bedrooms · 2 beds · 1 bath,53734423,Vilna & Lois,Seventh Ward,29.98385,-90.06023,Entire home/apt,94,2,153,19-11-2023,1.63,2,253
10633545,Rental unit in New Orleans · ★4.50 · 1 bedroom · 2 beds · 1 bath,54893115,Bill,Central City,29.94244,-90.07461,Entire home/apt,48,60,10,25-02-2023,0.11,1,362
10683224,Home in New Orleans · ★4.85 · 4 bedrooms · 4 beds · 1.5 baths,55187534,Glynn,Lower Garden District,29.9271,-90.07749,Entire home/apt,120,2,194,01-07-2023,2.03,2,152
10706121,Home in New Orleans · ★5.0 · 1 bedroom · 2 beds · 1 private bath,6367760,Cole,Seventh Ward,29.96914,-90.05859,Private room,114,30,3,29-05-2017,0.03,1,0
10709611,Home in New Orleans · ★4.69 · 2 bedrooms · 3 beds · 1 bath,4865581,Lindsey,Irish Channel,29.92114,-90.08575,Entire home/apt,109,2,229,12-11-2023,2.4,1,0
10722615,Villa in New Orleans · ★4.82 · 1 bedroom · 1 bed · 1 bath,41403925,Alyssa,French Quarter,29.95657,-90.06836,Entire home/apt,204,30,125,02-11-2023,1.32,8,254
10732784,Home in New Orleans · ★4.97 · 5 bedrooms · 4 beds · 4 baths,22816578,Robb,St. Claude,29.96838,-90.0402,Entire home/apt,134,2,151,26-11-2023,1.62,3,184
10749004,Home in New Orleans · 3 bedrooms · 2 beds · 2.5 shared baths,55573384,Lee,Navarre,29.98838,-90.11082,Private room,514,30,1,28-10-2019,0.02,1,270
10790459,Home in New Orleans · ★4.98 · 3 bedrooms · 3 beds · 2 baths,55837234,Paula,Leonidas,29.95184,-90.12869,Entire home/apt,269,2,355,26-11-2023,3.73,1,115
10806765,Rental unit in New Orleans · ★4.68 · 2 bedrooms · 2 beds · 2 baths,55942584,Charlie,Marigny,29.96282,-90.05727,Entire home/apt,214,30,71,04-03-2022,0.75,1,335
10822746,Home in New Orleans · ★4.99 · 3 bedrooms · 4 beds · 2.5 baths,56037377,Harriet,Audubon,29.92286,-90.12756,Entire home/apt,206,3,87,16-10-2023,0.92,4,39
10836381,Rental unit in New Orleans · 1 bedroom · 1 bed · 1 bath,56111733,Yazmin,Little Woods,30.04934,-89.98176,Entire home/apt,200,30,0,0,0,1,365
10860279,Rental unit in New Orleans · ★4.77 · 2 bedrooms · 2 beds · 1 bath,56255807,Josh,East Carrollton,29.93991,-90.12795,Entire home/apt,99,30,75,02-12-2019,0.79,1,0
10879188,Home in New Orleans · ★4.94 · 3 bedrooms · 3 beds · 2 baths,56364673,Penelope,Treme - Lafitte,29.96566,-90.06609,Entire home/apt,236,2,198,12-11-2023,2.13,5,234
10880950,Home in New Orleans · ★4.98 · 1 bedroom · 1 bed · 1 private bath,12238785,Jeanne & Marc,Leonidas,29.94951,-90.12768,Private room,350,30,243,18-03-2020,2.58,1,83
10882352,Rental unit in New Orleans · ★4.45 · 3 bedrooms · 2 beds · 1 bath,31761838,Raymond,Broadmoor,29.94316,-90.10083,Entire home/apt,125,30,11,03-03-2017,0.12,1,365
10882528,Home in New Orleans · ★4.96 · 4 bedrooms · 4 beds · 3 baths,56271422,Linda,Bayou St. John,29.97781,-90.08756,Entire home/apt,400,30,184,04-11-2023,1.95,1,351
10899387,Cottage in New Orleans · ★4.88 · 2 bedrooms · 2 beds · 2 baths,56483285,Jamie,Fairgrounds,29.97776,-90.07779,Entire home/apt,159,30,42,19-11-2018,0.45,1,0
10905342,Home in New Orleans · ★4.92 · 3 bedrooms · 3 beds · 2 baths,22681656,Harry,East Carrollton,29.94696,-90.12701,Entire home/apt,239,3,171,25-11-2023,1.81,1,0
10905586,Rental unit in New Orleans · ★4.63 · 1 bedroom · 1 bed · 1 bath,19929464,Jenny,Treme - Lafitte,29.97104,-90.07139,Entire home/apt,118,2,113,17-03-2020,1.19,2,0
10947222,Guest suite in New Orleans · ★4.80 · 1 bedroom · 1 bed · 1 bath,53372927,Maxie And Lydia,Bayou St. John,29.98213,-90.08827,Entire home/apt,76,2,177,22-11-2023,1.91,6,118
10966938,Home in New Orleans · ★5.0 · 4 bedrooms · 3 beds · 2 baths,48528732,Socea & Brian,Mid-City,29.97506,-90.1081,Entire home/apt,650,30,3,31-10-2016,0.03,1,0
10970105,Home in New Orleans · ★4.90 · 1 bedroom · 2 beds · 1 private bath,4645353,Beverly,Bywater,29.96368,-90.04629,Private room,71,1,214,14-03-2020,2.25,3,0
10970182,Rental unit in New Orleans · ★4.75 · 2 bedrooms · 2 beds · 1 bath,55205187,Peter,Irish Channel,29.92417,-90.08014,Entire home/apt,117,30,4,01-01-2017,0.05,1,0
10991685,Guest suite in New Orleans · ★4.84 · 1 bedroom · 1 bed · 1 bath,8162586,Kris,Milan,29.93067,-90.09478,Entire home/apt,80,2,151,07-11-2023,1.59,1,86
10994423,Home in New Orleans · ★4.62 · 3 bedrooms · 4 beds · 1 bath,52985437,Keitris,Central City,29.92999,-90.09039,Entire home/apt,75,30,76,28-02-2023,0.81,1,277
10999961,Home in New Orleans · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,57072076,Griffin,Fillmore,30.01952,-90.07958,Shared room,50,30,6,18-03-2017,0.06,2,0
11017919,Home in New Orleans · 2 bedrooms · 2 beds · 1 bath,57072076,Griffin,Lake Terrace & Oaks,30.02112,-90.08041,Entire home/apt,400,30,0,0,0,2,0
11041712,Rental unit in New Orleans · ★4.83 · 2 bedrooms · 2 beds · 1 bath,9632192,Susan,Marigny,29.96449029,-90.06065908,Entire home/apt,206,2,78,13-11-2023,0.83,6,104
11042436,Home in New Orleans · ★4.85 · 2 bedrooms · 3 beds · 1 shared bath,55964077,Graham,Treme - Lafitte,29.97037,-90.08041,Private room,108,30,52,13-02-2018,0.55,4,0
11066156,Home in New Orleans · ★4.67 · 3 bedrooms · 4 beds · 2.5 baths,57438654,Cynthia,Central City,29.93694,-90.08268,Entire home/apt,190,3,9,16-03-2020,0.18,1,0
11068767,Home in New Orleans · ★4.76 · 1 bedroom · 1 bed · 1 bath,57456110,Ruveyda,Fairgrounds,29.97817,-90.07783,Entire home/apt,125,30,211,19-03-2023,2.24,1,179
